REF_DATE,GEO,Age,Sex,Indicators,VALUE
2002,Canada,15 to 24 years,Males,"Suicidal thoughts, life",12.1
2002,Canada,15 to 24 years,Males,"Suicidal thoughts, 12 months",4.7
2002,Canada,15 to 24 years,Males,"Perceived mental health, very good or excellent",72.2
2002,Canada,15 to 24 years,Males,"Perceived mental health, good",23.3
2002,Canada,15 to 24 years,Males,"Perceived mental health, fair or poor",4.5
2002,Canada,15 to 24 years,Males,"Self-rated work stress, days quite a bit or extremely stressful",17.6
2002,Canada,15 to 24 years,Males,"Self-rated work stress, days a bit stressful",34.6
2002,Canada,15 to 24 years,Males,"Self-rated work stress, days not at all or not very stressful",47.8
2002,Canada,15 to 24 years,Males,"Post-traumatic stress disorder, current diagnosed condition",NA
2002,Canada,15 to 24 years,Males,"Eating disorder, current diagnosed condition",NA
2002,Canada,15 to 24 years,Females,"Major depressive episode, life",13.9
2002,Canada,15 to 24 years,Females,"Major depressive episode, 12 months",8.3
2002,Canada,15 to 24 years,Females,"Cannabis use, life",51.6
2002,Canada,15 to 24 years,Females,"Cannabis use, 12 months",29.7
2002,Canada,15 to 24 years,Females,"Suicidal thoughts, life",18.6
2002,Canada,15 to 24 years,Females,"Suicidal thoughts, 12 months",7.3
2002,Canada,15 to 24 years,Females,"Perceived mental health, very good or excellent",65.7
2002,Canada,15 to 24 years,Females,"Perceived mental health, good",26.4
2002,Canada,15 to 24 years,Females,"Perceived mental health, fair or poor",7.9
2002,Canada,15 to 24 years,Females,"Self-rated work stress, days quite a bit or extremely stressful",24.8
2002,Canada,15 to 24 years,Females,"Self-rated work stress, days a bit stressful",33.9
2002,Canada,15 to 24 years,Females,"Self-rated work stress, days not at all or not very stressful",41.3
2002,Canada,15 to 24 years,Females,"Post-traumatic stress disorder, current diagnosed condition",0.8
2002,Canada,15 to 24 years,Females,"Eating disorder, current diagnosed condition",1.5
2002,Canada,25 to 64 years,Both sexes,"Major depressive episode, life",13.9
2002,Canada,25 to 64 years,Both sexes,"Major depressive episode, 12 months",5
2002,Canada,25 to 64 years,Both sexes,"Cannabis use, life",46
2002,Canada,25 to 64 years,Both sexes,"Cannabis use, 12 months",9.7
2002,Canada,25 to 64 years,Both sexes,"Suicidal thoughts, life",14.5
2002,Canada,25 to 64 years,Both sexes,"Suicidal thoughts, 12 months",3.6
2002,Canada,25 to 64 years,Both sexes,"Perceived mental health, very good or excellent",66.8
2002,Canada,25 to 64 years,Both sexes,"Perceived mental health, good",26.1
2002,Canada,25 to 64 years,Both sexes,"Perceived mental health, fair or poor",7.1
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, days quite a bit or extremely stressful",33.3
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, days a bit stressful",40.4
2002,Canada,25 to 64 years,Both sexes,"Self-rated work stress, days not at all or not very stressful",26.2
2002,Canada,25 to 64 years,Both sexes,"Post-traumatic stress disorder, current diagnosed condition",1.2
2002,Canada,25 to 64 years,Both sexes,"Eating disorder, current diagnosed condition",0.5
2002,Canada,25 to 64 years,Males,"Major depressive episode, life",10.5
2002,Canada,25 to 64 years,Males,"Major depressive episode, 12 months",3.8
2002,Canada,25 to 64 years,Males,"Cannabis use, life",52
2002,Canada,25 to 64 years,Males,"Cannabis use, 12 months",13
2002,Canada,25 to 64 years,Males,"Suicidal thoughts, life",13.6
2002,Canada,25 to 64 years,Males,"Suicidal thoughts, 12 months",3.8
2002,Canada,25 to 64 years,Males,"Perceived mental health, very good or excellent",68.7
2002,Canada,25 to 64 years,Males,"Perceived mental health, good",24.8
2002,Canada,25 to 64 years,Males,"Perceived mental health, fair or poor",6.5
2002,Canada,25 to 64 years,Males,"Self-rated work stress, days quite a bit or extremely stressful",31.9
2002,Canada,25 to 64 years,Males,"Self-rated work stress, days a bit stressful",41.2
2002,Canada,25 to 64 years,Males,"Self-rated work stress, days not at all or not very stressful",26.9
2002,Canada,25 to 64 years,Males,"Post-traumatic stress disorder, current diagnosed condition",1
2002,Canada,25 to 64 years,Males,"Eating disorder, current diagnosed condition",0.2
2002,Canada,25 to 64 years,Females,"Major depressive episode, life",17.3
2002,Canada,25 to 64 years,Females,"Major depressive episode, 12 months",6.3
2002,Canada,25 to 64 years,Females,"Cannabis use, life",40.1
2002,Canada,25 to 64 years,Females,"Cannabis use, 12 months",6.4
2002,Canada,25 to 64 years,Females,"Suicidal thoughts, life",15.4
2002,Canada,25 to 64 years,Females,"Suicidal thoughts, 12 months",3.4
2002,Canada,25 to 64 years,Females,"Perceived mental health, very good or excellent",64.9
2002,Canada,25 to 64 years,Females,"Perceived mental health, good",27.3
2002,Canada,25 to 64 years,Females,"Perceived mental health, fair or poor",7.8
2002,Canada,25 to 64 years,Females,"Self-rated work stress, days quite a bit or extremely stressful",35.1
2002,Canada,25 to 64 years,Females,"Self-rated work stress, days a bit stressful",39.5
2002,Canada,25 to 64 years,Females,"Self-rated work stress, days not at all or not very stressful",25.4
2002,Canada,25 to 64 years,Females,"Post-traumatic stress disorder, current diagnosed condition",1.4
2002,Canada,25 to 64 years,Females,"Eating disorder, current diagnosed condition",0.8
2002,Canada,25 to 44 years,Both sexes,"Major depressive episode, life",13.7
2002,Canada,25 to 44 years,Both sexes,"Major depressive episode, 12 months",5.4
2002,Canada,25 to 44 years,Both sexes,"Cannabis use, life",55.3
2002,Canada,25 to 44 years,Both sexes,"Cannabis use, 12 months",14
2002,Canada,25 to 44 years,Both sexes,"Suicidal thoughts, life",15.3
2002,Canada,25 to 44 years,Both sexes,"Suicidal thoughts, 12 months",3.7
2002,Canada,25 to 44 years,Both sexes,"Perceived mental health, very good or excellent",67.2
2002,Canada,25 to 44 years,Both sexes,"Perceived mental health, good",25.9
2002,Canada,25 to 44 years,Both sexes,"Perceived mental health, fair or poor",6.9
2002,Canada,25 to 44 years,Both sexes,"Self-rated work stress, days quite a bit or extremely stressful",33.4
2002,Canada,25 to 44 years,Both sexes,"Self-rated work stress, days a bit stressful",41.8
2002,Canada,25 to 44 years,Both sexes,"Self-rated work stress, days not at all or not very stressful",24.8
2002,Canada,25 to 44 years,Both sexes,"Post-traumatic stress disorder, current diagnosed condition",1.1
2002,Canada,25 to 44 years,Both sexes,"Eating disorder, current diagnosed condition",0.6
2002,Canada,25 to 44 years,Males,"Major depressive episode, life",10.4
2002,Canada,25 to 44 years,Males,"Major depressive episode, 12 months",4
2002,Canada,25 to 44 years,Males,"Cannabis use, life",60.8
2002,Canada,25 to 44 years,Males,"Cannabis use, 12 months",18.5
2002,Canada,25 to 44 years,Males,"Suicidal thoughts, life",14.5
2002,Canada,25 to 44 years,Males,"Suicidal thoughts, 12 months",3.7
2002,Canada,25 to 44 years,Males,"Perceived mental health, very good or excellent",69.8
2002,Canada,25 to 44 years,Males,"Perceived mental health, good",24
2002,Canada,25 to 44 years,Males,"Perceived mental health, fair or poor",6.2
2002,Canada,25 to 44 years,Males,"Self-rated work stress, days quite a bit or extremely stressful",32.8
2002,Canada,25 to 44 years,Males,"Self-rated work stress, days a bit stressful",41.7
2002,Canada,25 to 44 years,Males,"Self-rated work stress, days not at all or not very stressful",25.5
2002,Canada,25 to 44 years,Males,"Post-traumatic stress disorder, current diagnosed condition",0.9
2002,Canada,25 to 44 years,Males,"Eating disorder, current diagnosed condition",NA
2002,Canada,25 to 44 years,Females,"Major depressive episode, life",16.9
2002,Canada,25 to 44 years,Females,"Major depressive episode, 12 months",6.8
2002,Canada,25 to 44 years,Females,"Cannabis use, life",49.7
2002,Canada,25 to 44 years,Females,"Cannabis use, 12 months",9.4
2002,Canada,25 to 44 years,Females,"Suicidal thoughts, life",16.1
2002,Canada,25 to 44 years,Females,"Suicidal thoughts, 12 months",3.7
2002,Canada,25 to 44 years,Females,"Perceived mental health, very good or excellent",64.7
2002,Canada,25 to 44 years,Females,"Perceived mental health, good",27.8
2002,Canada,25 to 44 years,Females,"Perceived mental health, fair or poor",7.6
2002,Canada,25 to 44 years,Females,"Self-rated work stress, days quite a bit or extremely stressful",34
2002,Canada,25 to 44 years,Females,"Self-rated work stress, days a bit stressful",41.9
2002,Canada,25 to 44 years,Females,"Self-rated work stress, days not at all or not very stressful",24.1
2002,Canada,25 to 44 years,Females,"Post-traumatic stress disorder, current diagnosed condition",1.3
2002,Canada,25 to 44 years,Females,"Eating disorder, current diagnosed condition",1
2002,Canada,45 to 64 years,Both sexes,"Major depressive episode, life",14.2
2002,Canada,45 to 64 years,Both sexes,"Major depressive episode, 12 months",4.6
2002,Canada,45 to 64 years,Both sexes,"Cannabis use, life",34.5
2002,Canada,45 to 64 years,Both sexes,"Cannabis use, 12 months",4.3
2002,Canada,45 to 64 years,Both sexes,"Suicidal thoughts, life",13.5
2002,Canada,45 to 64 years,Both sexes,"Suicidal thoughts, 12 months",3.4
2002,Canada,45 to 64 years,Both sexes,"Perceived mental health, very good or excellent",66.3
2002,Canada,45 to 64 years,Both sexes,"Perceived mental health, good",26.3
2002,Canada,45 to 64 years,Both sexes,"Perceived mental health, fair or poor",7.4
2002,Canada,45 to 64 years,Both sexes,"Self-rated work stress, days quite a bit or extremely stressful",33.3
2002,Canada,45 to 64 years,Both sexes,"Self-rated work stress, days a bit stressful",38.4
2002,Canada,45 to 64 years,Both sexes,"Self-rated work stress, days not at all or not very stressful",28.3
2002,Canada,45 to 64 years,Both sexes,"Post-traumatic stress disorder, current diagnosed condition",1.3
2002,Canada,45 to 64 years,Both sexes,"Eating disorder, current diagnosed condition",0.3
2002,Canada,45 to 64 years,Males,"Major depressive episode, life",10.7
2002,Canada,45 to 64 years,Males,"Major depressive episode, 12 months",3.5
2002,Canada,45 to 64 years,Males,"Cannabis use, life",40.9
2002,Canada,45 to 64 years,Males,"Cannabis use, 12 months",5.9
2002,Canada,45 to 64 years,Males,"Suicidal thoughts, life",12.4
2002,Canada,45 to 64 years,Males,"Suicidal thoughts, 12 months",3.8
2002,Canada,45 to 64 years,Males,"Perceived mental health, very good or excellent",67.3
2002,Canada,45 to 64 years,Males,"Perceived mental health, good",25.9
2002,Canada,45 to 64 years,Males,"Perceived mental health, fair or poor",6.8
2002,Canada,45 to 64 years,Males,"Self-rated work stress, days quite a bit or extremely stressful",30.5
2002,Canada,45 to 64 years,Males,"Self-rated work stress, days a bit stressful",40.4
2002,Canada,45 to 64 years,Males,"Self-rated work stress, days not at all or not very stressful",29.1
2002,Canada,45 to 64 years,Males,"Post-traumatic stress disorder, current diagnosed condition",1.1
2002,Canada,45 to 64 years,Males,"Eating disorder, current diagnosed condition",NA
2002,Canada,45 to 64 years,Females,"Major depressive episode, life",17.7
2002,Canada,45 to 64 years,Females,"Major depressive episode, 12 months",5.6
2002,Canada,45 to 64 years,Females,"Cannabis use, life",28.3
2002,Canada,45 to 64 years,Females,"Cannabis use, 12 months",2.8
2002,Canada,45 to 64 years,Females,"Suicidal thoughts, life",14.6
2002,Canada,45 to 64 years,Females,"Suicidal thoughts, 12 months",3.1
2002,Canada,45 to 64 years,Females,"Perceived mental health, very good or excellent",65.3
2002,Canada,45 to 64 years,Females,"Perceived mental health, good",26.7
2002,Canada,45 to 64 years,Females,"Perceived mental health, fair or poor",8
2002,Canada,45 to 64 years,Females,"Self-rated work stress, days quite a bit or extremely stressful",36.6
2002,Canada,45 to 64 years,Females,"Self-rated work stress, days a bit stressful",36
2002,Canada,45 to 64 years,Females,"Self-rated work stress, days not at all or not very stressful",27.4
2002,Canada,45 to 64 years,Females,"Post-traumatic stress disorder, current diagnosed condition",1.5
2002,Canada,45 to 64 years,Females,"Eating disorder, current diagnosed condition",0.6
2002,Canada,65 years and over,Both sexes,"Major depressive episode, life",6.6
2002,Canada,65 years and over,Both sexes,"Major depressive episode, 12 months",2
2002,Canada,65 years and over,Both sexes,"Cannabis use, life",5.6
2002,Canada,65 years and over,Both sexes,"Cannabis use, 12 months",0.2
2002,Canada,65 years and over,Both sexes,"Suicidal thoughts, life",6.2
2002,Canada,65 years and over,Both sexes,"Suicidal thoughts, 12 months",1.7
2002,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent",66
2002,Canada,65 years and over,Both sexes,"Perceived mental health, good",27.5
2002,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor",6.5
2002,Canada,65 years and over,Both sexes,"Self-rated work stress, days quite a bit or extremely stressful",14.7
2002,Canada,65 years and over,Both sexes,"Self-rated work stress, days a bit stressful",30.5
2002,Canada,65 years and over,Both sexes,"Self-rated work stress, days not at all or not very stressful",54.8
2002,Canada,65 years and over,Both sexes,"Post-traumatic stress disorder, current diagnosed condition",0.6
2002,Canada,65 years and over,Both sexes,"Eating disorder, current diagnosed condition",NA
2002,Canada,65 years and over,Males,"Major depressive episode, life",5.6
2002,Canada,65 years and over,Males,"Major depressive episode, 12 months",2.1
2002,Canada,65 years and over,Males,"Cannabis use, life",8.2
2002,Canada,65 years and over,Males,"Cannabis use, 12 months",NA
2002,Canada,65 years and over,Males,"Suicidal thoughts, life",5.7
2002,Canada,65 years and over,Males,"Suicidal thoughts, 12 months",1.3
2002,Canada,65 years and over,Males,"Perceived mental health, very good or excellent",66.6
2002,Canada,65 years and over,Males,"Perceived mental health, good",27.5
2002,Canada,65 years and over,Males,"Perceived mental health, fair or poor",5.9
2002,Canada,65 years and over,Males,"Self-rated work stress, days quite a bit or extremely stressful",14.2
2002,Canada,65 years and over,Males,"Self-rated work stress, days a bit stressful",31.1
2002,Canada,65 years and over,Males,"Self-rated work stress, days not at all or not very stressful",54.6
2002,Canada,65 years and over,Males,"Post-traumatic stress disorder, current diagnosed condition",0.7
2002,Canada,65 years and over,Males,"Eating disorder, current diagnosed condition",NA
2002,Canada,65 years and over,Females,"Major depressive episode, life",7.4
2002,Canada,65 years and over,Females,"Major depressive episode, 12 months",1.9
2002,Canada,65 years and over,Females,"Cannabis use, life",3.6
2002,Canada,65 years and over,Females,"Cannabis use, 12 months",NA
2002,Canada,65 years and over,Females,"Suicidal thoughts, life",6.6
2002,Canada,65 years and over,Females,"Suicidal thoughts, 12 months",NA
2002,Canada,65 years and over,Females,"Perceived mental health, very good or excellent",65.5
2002,Canada,65 years and over,Females,"Perceived mental health, good",27.6
2002,Canada,65 years and over,Females,"Perceived mental health, fair or poor",7
2002,Canada,65 years and over,Females,"Self-rated work stress, days quite a bit or extremely stressful",15.8
2002,Canada,65 years and over,Females,"Self-rated work stress, days a bit stressful",29
2002,Canada,65 years and over,Females,"Self-rated work stress, days not at all or not very stressful",55.2
2002,Canada,65 years and over,Females,"Post-traumatic stress disorder, current diagnosed condition",0.5
2002,Canada,65 years and over,Females,"Eating disorder, current diagnosed condition",NA
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Major depressive episode, life",10.7
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Major depressive episode, 12 months",3.9
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Cannabis use, life",41.5
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Cannabis use, 12 months",12
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Suicidal thoughts, life",11.3
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Suicidal thoughts, 12 months",2.9
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Perceived mental health, very good or excellent",65.9
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Perceived mental health, good",26.8
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Perceived mental health, fair or poor",7.3
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Self-rated work stress, days quite a bit or extremely stressful",22.4
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Self-rated work stress, days a bit stressful",40.4
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Self-rated work stress, days not at all or not very stressful",37.2
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Post-traumatic stress disorder, current diagnosed condition",0.9
2002,Atlantic Provinces,"Total, 15 years and over",Both sexes,"Eating disorder, current diagnosed condition",0.3
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Major depressive episode, life",7.5
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Major depressive episode, 12 months",2.8
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Cannabis use, life",48.5
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Cannabis use, 12 months",16.4
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Suicidal thoughts, life",10.1
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Suicidal thoughts, 12 months",3
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Perceived mental health, very good or excellent",69
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Perceived mental health, good",24.9
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Perceived mental health, fair or poor",6.1
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Self-rated work stress, days quite a bit or extremely stressful",20.8
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Self-rated work stress, days a bit stressful",40.2
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Self-rated work stress, days not at all or not very stressful",39
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Post-traumatic stress disorder, current diagnosed condition",0.7
2002,Atlantic Provinces,"Total, 15 years and over",Males,"Eating disorder, current diagnosed condition",NA
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Major depressive episode, life",13.8
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Major depressive episode, 12 months",5
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Cannabis use, life",34.8
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Cannabis use, 12 months",7.8
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Suicidal thoughts, life",12.5
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Suicidal thoughts, 12 months",2.8
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Perceived mental health, very good or excellent",62.9
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Perceived mental health, good",28.7
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Perceived mental health, fair or poor",8.4
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Self-rated work stress, days quite a bit or extremely stressful",24.1
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Self-rated work stress, days a bit stressful",40.7
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Self-rated work stress, days not at all or not very stressful",35.2
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Post-traumatic stress disorder, current diagnosed condition",1.1
2002,Atlantic Provinces,"Total, 15 years and over",Females,"Eating disorder, current diagnosed condition",0.4
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Major depressive episode, life",7.3
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Major depressive episode, 12 months",4.7
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Cannabis use, life",55
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Cannabis use, 12 months",32.2
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Suicidal thoughts, life",13.4
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Suicidal thoughts, 12 months",4.9
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Perceived mental health, very good or excellent",71.1
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Perceived mental health, good",22.7
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Perceived mental health, fair or poor",6.2
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Self-rated work stress, days quite a bit or extremely stressful",13.2
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Self-rated work stress, days a bit stressful",33.9
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Self-rated work stress, days not at all or not very stressful",53
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Post-traumatic stress disorder, current diagnosed condition",NA
2002,Atlantic Provinces,15 to 24 years,Both sexes,"Eating disorder, current diagnosed condition",NA
2002,Atlantic Provinces,15 to 24 years,Males,"Major depressive episode, life",3.6
2002,Atlantic Provinces,15 to 24 years,Males,"Major depressive episode, 12 months",2.6
2002,Atlantic Provinces,15 to 24 years,Males,"Cannabis use, life",55.8
2002,Atlantic Provinces,15 to 24 years,Males,"Cannabis use, 12 months",35.5
2002,Atlantic Provinces,15 to 24 years,Males,"Suicidal thoughts, life",10.5
2002,Atlantic Provinces,15 to 24 years,Males,"Suicidal thoughts, 12 months",4.5
2002,Atlantic Provinces,15 to 24 years,Males,"Perceived mental health, very good or excellent",78.4
2002,Atlantic Provinces,15 to 24 years,Males,"Perceived mental health, good",17.2
2002,Atlantic Provinces,15 to 24 years,Males,"Perceived mental health, fair or poor",4.4
2002,Atlantic Provinces,15 to 24 years,Males,"Self-rated work stress, days quite a bit or extremely stressful",8.5
2002,Atlantic Provinces,15 to 24 years,Males,"Self-rated work stress, days a bit stressful",34.3
2002,Atlantic Provinces,15 to 24 years,Males,"Self-rated work stress, days not at all or not very stressful",57.2
2002,Atlantic Provinces,15 to 24 years,Males,"Post-traumatic stress disorder, current diagnosed condition",NA
2002,Atlantic Provinces,15 to 24 years,Males,"Eating disorder, current diagnosed condition",NA
2002,Atlantic Provinces,15 to 24 years,Females,"Major depressive episode, life",11.1
2002,Atlantic Provinces,15 to 24 years,Females,"Major depressive episode, 12 months",6.9
2002,Atlantic Provinces,15 to 24 years,Females,"Cannabis use, life",54.3
2002,Atlantic Provinces,15 to 24 years,Females,"Cannabis use, 12 months",28.7
2002,Atlantic Provinces,15 to 24 years,Females,"Suicidal thoughts, life",16.3
2002,Atlantic Provinces,15 to 24 years,Females,"Suicidal thoughts, 12 months",5.3
2002,Atlantic Provinces,15 to 24 years,Females,"Perceived mental health, very good or excellent",63.7
2002,Atlantic Provinces,15 to 24 years,Females,"Perceived mental health, good",28.4
2002,Atlantic Provinces,15 to 24 years,Females,"Perceived mental health, fair or poor",8
2002,Atlantic Provinces,15 to 24 years,Females,"Self-rated work stress, days quite a bit or extremely stressful",18.2
2002,Atlantic Provinces,15 to 24 years,Females,"Self-rated work stress, days a bit stressful",33.4
2002,Atlantic Provinces,15 to 24 years,Females,"Self-rated work stress, days not at all or not very stressful",48.4
2002,Atlantic Provinces,15 to 24 years,Females,"Post-traumatic stress disorder, current diagnosed condition",NA
2002,Atlantic Provinces,15 to 24 years,Females,"Eating disorder, current diagnosed condition",NA
2002,Atlantic Provinces,25 to 64 years,Both sexes,"Major depressive episode, life",12.9
2002,Atlantic Provinces,25 to 64 years,Both sexes,"Major depressive episode, 12 months",4.3
2002,Atlantic Provinces,25 to 64 years,Both sexes,"Cannabis use, life",46.6
2002,Atlantic Provinces,25 to 64 years,Both sexes,"Cannabis use, 12 months",9.7
2002,Atlantic Provinces,25 to 64 years,Both sexes,"Suicidal thoughts, life",12.3
2002,Atlantic Provinces,25 to 64 years,Both sexes,"Suicidal thoughts, 12 months",2.9
